id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20815,The Bosphorus from The Comfy Hill,78838,Gülder,,Besiktas,41.06976,29.04379,Entire home/apt,1764,365,41,2018-11-07,0.28,2,363,0,
220131,Charming Delightful Studio@Centre 4,466302,Demir,,Beyoglu,41.02802,28.97515,Entire home/apt,649,30,83,2020-02-25,0.65,12,274,0,
33368,Deluxe double bedroom @ Nisantasi,135136,Ozlem,,Sisli,41.05376,28.99876,Private room,859,2,1,2014-10-21,0.01,2,364,0,
27271,Lovely apartment in perfect location,117026,Mutlu,,Beyoglu,41.03254,28.98153,Entire home/apt,816,10,3,2022-01-09,0.03,1,220,1,
34177,PETIT HOUSE,147330,Ercan,,Besiktas,41.06681,29.04035,Entire home/apt,599,10,9,2022-03-03,0.10,1,294,1,
220149,Princess Apartment/Penthouse,182639,Mehmet Ali,,Beyoglu,41.02889,28.97782,Entire home/apt,1289,5,9,2015-04-29,0.07,6,362,0,
28277,Duplex Apartment 11 with Terrace,121607,Alen,,Sisli,41.04672,28.98402,Entire home/apt,959,14,2,2022-01-07,0.19,16,328,2,
28318,Cosy home overlooking Bosphorus,121721,Aydin,,Sariyer,41.09104,29.0558,Entire home/apt,1839,3,0,,,1,88,0,
222535,Cozy apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03354,29.03339,Entire home/apt,976,3,29,2021-12-05,0.23,4,364,3,
223519,We are in the center of Istanbul!,1162133,Tamer,,Kadikoy,40.97033,29.09902,Private room,721,1,4,2015-12-01,0.03,1,364,0,
29241,"↪ Istanbul, Your second house",125742,Şevki,,Beyoglu,41.04803,28.95227,Private room,736,3,0,,,1,365,0,
34925,A room in galata beyoglu,150435,Esr,,Beyoglu,41.02694,28.97628,Private room,1015,1,0,,,1,365,0,
35580,Sea View terrace  House,153032,Michel,,Beyoglu,41.0347,28.97369,Entire home/apt,467,5,39,2021-12-17,0.42,2,186,2,
30697,nice home in popular area,132137,Nan,,Beyoglu,41.03213,28.978,Private room,1631,1,1,2010-06-14,0.01,1,0,0,
224612,My nice flat in Nisantasi/,1169188,Esin,,Sisli,41.05758,28.99082,Private room,650,5,0,,,1,365,0,
546900,Very modern Apartment in Gayrettepe,2689464,Murat,,Besiktas,41.06409,29.00296,Private room,2260,1,0,,,1,365,0,
224910,The Heart of Istanbul,1171112,Marya,,Basaksehir,41.10619,28.73866,Entire home/apt,1626,1,0,,,1,365,0,
226255,Harem/Penthouse,182639,Mehmet Ali,,Beyoglu,41.02698,28.97732,Entire home/apt,962,5,11,2022-01-02,0.09,6,365,1,
35938,Cosy Room in Istanbul Center,154245,Sinan,,Sisli,41.04962,28.99846,Private room,1104,1,0,,,1,365,0,
39221,Central. Safe. Quiet. Clean.,168184,Ozhan,,Fatih,41.01007836568576,28.941240126508546,Entire home/apt,2197,7,3,2018-02-05,0.03,1,365,0,
41753,Emir Apartment / Penthouse,182639,Mehmet Ali,,Beyoglu,41.02907,28.97794,Entire home/apt,1289,5,47,2022-03-27,0.34,6,180,1,
553222,Cozy room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,221,3,25,2022-01-31,0.24,3,293,3,
42246,Room on a Hill - quiet and comfy,184607,Mina,,Besiktas,41.06429,29.03945,Entire home/apt,976,3,45,2016-11-07,0.34,1,96,0,
44429,"Cozy, central, lovely&check out the bathroom!*",194194,Zeyno,,Beyoglu,41.03084,28.97986,Entire home/apt,816,5,24,2021-03-14,0.54,1,192,0,
229498,Cozy studio apartment in Cihangir,1167189,Bilgehan,,Beyoglu,41.02878,28.98111,Entire home/apt,1084,4,114,2021-11-12,0.91,2,181,1,
555588,Historical Istanbul House @ Taksim,2731976,Daniel,,Sisli,41.04358,28.98584,Entire home/apt,931,3,314,2022-03-21,2.67,2,244,20,
231869,Nice and Clean Lovely Room Cihangir,1004513,Defne,,Beyoglu,41.0302,28.98089,Private room,569,14,1,2015-05-26,0.01,1,365,0,
238904,2  PRIVATE ROOMS IN SULTANAHMET,1252482,Ramazan,,Fatih,41.00536,28.98055,Private room,956,1,0,,,1,365,0,
47377,Double Room in Taksim,214374,Bertan Kemal,,Beyoglu,41.0337,28.99039,Private room,736,3,0,,,1,365,0,
556293,A duplex @ heart of shop & dine,135136,Ozlem,,Sisli,41.0518,28.9986,Entire home/apt,1789,2,1,2016-01-01,0.01,2,149,0,
559714,Blue Suites by V Sultanahmet Deluxe,2751565,Volkan,,Fatih,41.00709,28.97905,Entire home/apt,2602,1,16,2022-02-17,0.15,3,345,7,
48346,Charming Apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03258,29.03239,Entire home/apt,1382,3,20,2021-11-03,0.17,4,344,5,
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,1283374,Timur,,Fatih,41.01379,28.9416,Private room,1223,2,0,,,1,365,0,
565598,"Fully furnished penthouse, Beyoglu",2781217,Fatma,,Beyoglu,41.036,28.97583,Entire home/apt,571,3,91,2021-09-15,0.91,7,211,3,
247874,"Istiklal Avenue,Sadri alisik street",1298849,Berkan,,Beyoglu,41.03333,28.9803,Entire home/apt,308,2,178,2022-02-25,1.46,1,4,23,
52828,Prince Apartment/Penthouse,182639,Mehmet Ali,,Beyoglu,41.0269,28.97924,Entire home/apt,1289,5,27,2017-03-14,0.20,6,180,0,
73477,Cozy Flat in center of Istanbul,383789,Berat,,Beyoglu,41.034447,28.987555,Entire home/apt,652,2,1,2022-02-16,0.68,1,331,1,
568306,"Economic Apt @ Taksim SQ, Beyoglu",225378,Goksel,,Beyoglu,41.03292,28.98175,Private room,732,3,0,,,2,365,0,
77292,3 Bedroom Apartment with Terrace Bosphorus View,414003,Fasedis,,Beyoglu,41.03583,28.98989,Entire home/apt,2439,3,7,2022-02-20,0.36,10,309,5,
253055,CIHANGIR | Stunning Bosphorus View!,852380,Ilker,,Beyoglu,41.03375,28.98324,Entire home/apt,2249,3,71,2021-11-07,0.57,4,311,3,
568452,Terraced Ottoman Villa,2797172,Piril,,Sariyer,41.16389,29.04211,Private room,2439,5,2,2015-09-05,0.02,4,365,0,
253859,A boutique experience in Istanbul,1333286,Erdal,,Beyoglu,41.03121,28.98085,Private room,1463,1,0,,,1,365,0,
569323,"cosy & comfy room, very central",2802812,Rey,,Beyoglu,41.03542,28.98595,Private room,439,2,0,,,1,365,0,
254664,Sur la place de la tour de Galata,1337721,Hervé,,Beyoglu,41.02435,28.97479,Entire home/apt,1631,2,0,,,1,365,0,
88949,Wonderful House with Historical View,485384,Alev,,Beyoglu,41.03319,28.98071,Entire home/apt,1421,3,93,2022-03-22,0.70,2,361,7,
575482,"LARGE, SAFE & COMFORTABLE FLAT",2266179,Seyda Mari,,Sisli,41.05458,28.98433,Entire home/apt,986,2,152,2020-12-11,1.30,1,101,0,
101397,❛Cozy • Clean • Central • Room❜,531367,Guliz,,Beyoglu,41.02937,28.98044,Private room,212,2,68,2020-01-02,0.52,1,320,0,
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,1351134,Bãśmä,,Fatih,41.01234,28.94558,Private room,285,2,229,2022-03-29,1.91,15,81,4,
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",1351134,Bãśmä,,Fatih,41.01196,28.94689,Private room,285,2,22,2022-03-28,0.18,15,81,5,
575662,Terraced Ottoman Villa - Room 1,2797172,Piril,,Sariyer,41.16357,29.04244,Private room,976,5,2,2016-10-26,0.02,4,365,0,
108164,Kurucesme design amazing seaview  forest room,213410,Evrim,,Besiktas,41.06341,29.0364,Private room,412,7,6,2018-12-31,0.05,4,0,0,
576398,Terraced Ottoman Villa - Room 2,2797172,Piril,,Sariyer,41.16267,29.04337,Private room,976,5,0,,,4,365,0,
259206,Cosy Flat at the Center of ISTANBUL,1323348,Feride,,Sisli,41.06362,28.9933,Entire home/apt,662,2,33,2021-07-29,0.27,1,298,1,
576414,Terraced Ottoman Villa - Room 3,2797172,Piril,,Sariyer,41.16257,29.04247,Private room,650,5,1,2012-12-23,0.01,4,365,0,
124137,Beautiful Artist's home staycation,594053,Dev,,Beyoglu,41.03451,28.98654,Entire home/apt,897,1,65,2021-10-11,0.61,1,248,21,
576710,"CENTRAL PART OF ISTANBUL,TAXIM",2836764,Cerith,,Sisli,41.04425,28.98196,Entire home/apt,673,2,25,2018-09-05,0.22,3,363,0,
127912,"View, Kid-friendly, Central @Taksim",632856,Secil,,Beyoglu,41.03625,28.99129,Entire home/apt,766,4,28,2019-09-19,0.24,1,300,0,
260378,Bright and characterful in Galata!,1366111,Julia & Tarkan,,Beyoglu,41.02586,28.97366,Entire home/apt,1699,3,126,2022-03-27,1.04,17,347,21,
581815,STUDiO FLAT /ERASMUS STUDENT (İST,2951165,Şermin,,Sisli,41.04846,28.98748,Entire home/apt,906,3,0,,,2,179,0,
262910,A clean and big room for you,1379693,Burcu,,Kadikoy,40.98308,29.08013,Private room,325,1,0,,,1,365,0,
583129,double BR @ the heart of Cihangir,2872780,Galata,,Beyoglu,41.02423,28.97544,Private room,976,1,0,,,1,365,0,
265772,Furnished Flats & Historical Room,1393796,Hülya,,Sisli,41.05635,28.98644,Private room,589,1,0,,,2,365,0,
130231,Flat with super Golden Horn view,641504,Chris,,Beyoglu,41.03631,28.97438,Entire home/apt,577,3,37,2022-03-20,0.28,1,60,10,
591954,Cosy Double Room with Huge Terrace!,2541656,Başak,,Besiktas,41.05193,29.00551,Private room,325,30,48,2022-01-16,0.41,11,302,2,
133148,Eveything you need - as you wish,654031,Nurhan,,Kagithane,41.06517,28.95571,Entire home/apt,2207,2,0,,,1,365,0,
270561,"Minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",1351134,Bãśmä,,Fatih,41.01021,28.94509,Private room,285,2,152,2019-09-22,1.22,15,81,0,
270883,only 10 minutes to Sultanahmet,1417732,Tayfun,,Fatih,41.02397,28.94966,Entire home/apt,813,7,0,,,1,365,0,
592336,Room in Kadikoy/Istanbul,2924046,Ezgi,,Kadikoy,40.98556,29.03474,Private room,650,1,0,,,2,365,0,
271439,Charming Delightful Studio@Centre 3,466302,Demir,,Beyoglu,41.02822,28.97447,Entire home/apt,404,1,151,2021-10-18,1.21,12,274,6,
597148,Flat and roomIN OLDCITY SULTANAHMET,2952503,Adem,,Fatih,41.00386,28.97251,Private room,1998,1,0,,,1,365,0,
274454,"Galateia Apartments,1 BR up to 4",1435301,Galateia,,Beyoglu,41.02732,28.97465,Entire home/apt,2764,30,0,,,2,365,0,
135956,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02984,28.97569,Private room,212,25,31,2022-01-20,0.24,11,151,2,
598415,Double room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97655,29.06465,Private room,732,5,7,2019-04-08,0.06,3,333,0,
139804,Entire house in central Kadikoy,681763,Deniz,,Kadikoy,40.98574,29.02851,Entire home/apt,1030,4,8,2019-12-21,0.06,1,333,0,
140269,Penthouse in Taxim -with 2 bedrooms,683356,Damir,,Beyoglu,41.03703,28.97592,Entire home/apt,559,3,129,2019-03-01,0.99,2,273,0,
276621,Girls Room TRAM STREET اتفضلوا اهلاً بيكم,1351134,Bãśmä,,Fatih,41.01143,28.94603,Shared room,186,2,79,2019-08-02,0.66,15,81,0,
277581,Standard Suites,1449395,Emre,,Kadikoy,40.99252,29.02529,Entire home/apt,618,3,31,2021-09-20,0.44,3,238,3,
607323,Blue Suites by V 1 Sultanahmet,2751565,Volkan,,Fatih,41.00708,28.97997,Hotel room,650,1,89,2022-03-07,0.81,3,345,6,
277589,Spacious Family Apt in Kadiköy,1449395,Emre,,Kadikoy,40.99376,29.0251,Entire home/apt,1057,3,8,2018-01-28,0.12,3,236,0,
277592,1+1 65m2 Deluxe Suitler,1449395,Emre,,Kadikoy,40.99472,29.02664,Entire home/apt,732,3,46,2018-06-03,0.41,3,305,0,
146854,Beautiful & Super Deluxe Flat,709964,Lily,,Sisli,41.04786,28.98086,Private room,883,1,0,,,1,365,0,
607344,Blue Suites by V 2 Sultanahmet,2751565,Volkan,,Fatih,41.00519,28.97907,Hotel room,650,1,40,2022-03-20,0.36,3,360,4,
610111,Enjoy the sea view rooms & terrace,3025239,Yasemin,,Fatih,40.99791,28.93114,Private room,883,1,0,,,1,365,0,
152549,Room in Greenness inc Breakfast,734040,Can,,Sariyer,41.08582,29.05477,Private room,383,2,36,2021-10-04,0.28,2,365,2,
280227,Asian Side Apartment with SEA VIEW,1460766,Birim,,Kadikoy,40.97521,29.04125,Entire home/apt,1457,4,0,,,2,364,0,
610875,Full furnished flat in Beyoglu/IST,2963950,Bilal,,Beyoglu,41.0384,28.98324,Entire home/apt,1457,1,0,,,1,365,0,
158618,King Suite Studio  Near Taksim Square,730566,Murat,,Beyoglu,41.0383,28.98227,Private room,894,1,0,,,3,365,0,
612327,Spacious Design Apartment on trendy Galata Square,2911496,Nadira,,Beyoglu,41.0262,28.97304,Entire home/apt,1468,3,223,2022-03-26,1.90,1,326,16,
162180,Nice flat in historical Galata,775317,Cigdem,,Beyoglu,41.02778,28.97628,Entire home/apt,2060,6,1,2011-09-25,0.01,1,365,0,
282148,"High Quality, Professionally Managed Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,2027,3,80,2022-01-31,0.66,5,283,10,
617961,Historical Flat in Galata,3061457,Faik,,Beyoglu,41.02622,28.97429,Private room,472,360,0,,,1,365,0,
282266,Design chic serviced apt in Galata.,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,1724,3,43,2022-02-20,0.36,5,342,7,
282289,Modern serviced flat in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,1561,3,100,2022-03-26,0.84,5,334,19,
282295,"Professionally Managed, High Quality Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,1398,3,95,2022-02-26,0.79,5,354,24,
164216,Ottoman Flat 2BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03757,28.98327,Entire home/apt,1550,2,36,2019-06-13,0.29,3,362,0,
618156,"Sultanahmet-Istanbul, Adalar Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,504,1,77,2022-03-12,0.68,13,341,12,
166265,Apartment in the Heart of the City1,792658,ISlK,,Beyoglu,41.03919,28.98266,Entire home/apt,825,3,165,2022-03-05,1.50,8,340,13,
282881,"top location,bright & cozy 2bdr apt",353220,Özge,,Beyoglu,41.02845,28.97049,Entire home/apt,1631,1,57,2016-09-11,0.47,1,0,0,
620129,Unique Concept in the Old City,3072862,Levent,,Fatih,41.00456,28.9798,Private room,3512,1,16,2022-01-01,0.15,4,32,1,
284093,100 m to Istiklal ★2 Bdr. ★2 Bathroom ★Prv. Garden,802569,Maria,,Beyoglu,41.028423,28.97368,Entire home/apt,1632,2,122,2022-03-23,0.98,2,259,11,
630494,Rooms with a Mystical Garden,3134482,Alper,,Beyoglu,41.03203,28.98853,Shared room,813,1,0,,,1,365,0,
293754,2 bedr apart 5 mins from Airport,1497897,Mehmet Emin,,Bahcelievler,40.99144,28.84474,Entire home/apt,1452,3,4,2019-05-19,0.07,2,365,0,
169106,Kiptas Seyrantepe Residence Flat,805693,Koray,,Maltepe,40.9476,29.16943,Entire home/apt,1524,3,0,,,1,365,0,
630800,Cozy Flat in Cihangir - Prime Location !,485384,Alev,,Beyoglu,41.03161,28.98341,Entire home/apt,878,3,46,2022-03-26,0.40,2,141,8,
297040,"Galateia  Bosphorus, 1BR w Terrace",1435301,Galateia,,Beyoglu,41.02761,28.97634,Entire home/apt,3262,1,0,,,2,365,0,
632120,COSY PLACE AT ISTANBUL NISANTASI,3144818,Semih,,Sisli,41.054,28.99023,Entire home/apt,1471,5,14,2021-05-25,0.12,5,363,1,
638542,Urban Bridge Loft - 3BR - 2BA - Galata,2618254,Dodo,,Beyoglu,41.02763,28.97595,Entire home/apt,3456,4,206,2022-03-21,1.77,4,198,17,
304011,Beyoglu/Center with Beautiful View,1564870,Living,,Beyoglu,41.03537,28.97316,Entire home/apt,781,28,21,2022-03-01,0.22,2,56,8,
171593,Nice historical apartment in Galata,818744,Fırat,,Beyoglu,41.02566,28.97881,Entire home/apt,2207,7,3,2012-01-07,0.02,1,365,0,
639951,Spacious Flat with Small Private Backyard,3195183,Efe & Memet,,Besiktas,41.04533,29.00523,Entire home/apt,755,2,44,2022-03-13,0.38,5,294,17,
183804,"IN THE CENTER OF CIHANGIR, ISTANBUL",825635,Merve,,Beyoglu,41.03029,28.98315,Entire home/apt,1377,3,79,2022-03-13,0.62,4,346,12,
304029,Zero km to City Center -- Friendly,1564916,Esen,,Sisli,41.05156,28.99052,Private room,324,2,35,2016-11-02,0.29,1,347,0,
644669,Apartment with nice bosphorus view,3153138,Erman,,Beyoglu,41.02445,28.9749,Private room,813,2,0,,,1,365,0,
191058,Room with balcony in shared flat-for female guests,666066,Ali,,Beyoglu,41.0281,28.97585,Private room,261,20,26,2020-07-18,0.22,11,89,0,
646784,"Rooftop terrace, tower& water views",3242426,Kadir,,Beyoglu,41.02429,28.97383,Entire home/apt,2447,1,79,2022-01-06,0.74,13,311,6,
191069,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02797,28.97626,Private room,212,16,28,2022-03-19,0.23,11,304,4,
305801,Sweet Garden  House,1572930,Mehmet,,Besiktas,41.04921,29.0221,Private room,348,2,2,2021-10-11,0.02,1,365,1,
651039,"Quiet, spacious, with patio garden",3242426,Kadir,,Beyoglu,41.03242,28.98015,Entire home/apt,1468,2,32,2022-01-17,0.35,13,312,5,
199068,"Luxurious, specially designed...!",972196,Taskin,,Esenyurt,41.02719,28.68328,Private room,1382,1,0,,,1,365,0,
651276,"Cozy, high ceilings & marble floors",3242426,Kadir,,Beyoglu,41.03175,28.98016,Entire home/apt,979,2,13,2022-03-26,0.12,13,311,4,
316220,pvt Apt ◆ Anatolian Side of Istnbul,1624077,Can,,Uskudar,41.02466,29.03419,Entire home/apt,569,1,0,,,1,365,0,
652580,"Light, peaceful & high ceilings",3242426,Kadir,,Beyoglu,41.03083,28.98043,Entire home/apt,979,2,18,2022-03-28,0.23,13,304,4,
199411,SUPER  DISCOUNT/CENTRAL LOCATED,973997,Shinnosuke,,Beyoglu,41.02812,28.97732,Entire home/apt,652,3,102,2021-02-28,0.80,1,350,0,
652610,"White, bright and airy!",3242426,Kadir,,Beyoglu,41.03025,28.98235,Entire home/apt,816,2,5,2020-11-09,0.06,13,0,0,
652635,Penthouse with panoramic views,3242426,Kadir,,Beyoglu,41.03047,28.98213,Entire home/apt,1957,2,12,2016-01-05,0.10,13,269,0,
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,1023387,Daniele,,Beyoglu,41.03679,28.9921,Private room,732,3,10,2013-10-05,0.09,1,238,0,
324576,Family  Apartment with Private Hammam,1667741,Ceyhun,,Fatih,41.00409,28.97903,Entire home/apt,2423,1,2,2021-11-06,0.04,5,149,1,
657009,Campervan in Istanbul.Which city you want to sleep,3072139,Hasan Ali,,Fatih,41.00661,28.98383,Entire home/apt,1913,5,1,2018-10-22,0.02,1,180,0,
330043,İstanbul Beyoğlu Cihangir,1677640,Didem,,Beyoglu,41.03107,28.98585,Private room,1138,1,0,,,1,365,0,
213816,Stay near Bagdat Avenue - 3BR apt,767876,Pelin,,Kadikoy,40.97607,29.06526,Entire home/apt,1057,5,36,2022-03-13,0.30,3,354,18,
659314,Historic Old City Studio Apt Balat1,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,429,2,192,2022-02-01,1.71,7,58,16,
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,3646896,Şafak,,Sisli,41.07401,29.00048,Entire home/apt,1766,1,0,,,1,365,0,
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",3649401,Fikret,,Besiktas,41.04284,29.00399,Private room,569,1,0,,,1,362,0,
338403,120m2 private apart Taxim.,1719162,Emre,,Sisli,41.04133,28.98743,Entire home/apt,1951,2,7,2014-05-05,0.06,1,364,0,
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,1351134,Bãśmä,,Fatih,41.01117,28.94704,Private room,285,2,63,2022-01-19,0.52,15,81,1,
659354,Historic Old City Duplex Apt Balat3,2361238,Carolina,,Fatih,41.02952,28.94716,Entire home/apt,571,2,188,2022-01-02,1.80,7,0,16,
661206,In the center with a good price,3338221,Bahar,,Fatih,41.01965,28.92452,Private room,294,1,33,2016-04-29,0.28,2,365,0,
341852,on Galata Roofs.  Super central istiklal avenue,1734426,Lino And Gioia,,Beyoglu,41.03415,28.98102,Entire home/apt,685,2,28,2019-10-16,0.29,3,150,0,
710475,"house surrounded by greenery,beykoz",3657032,Canan,,Beykoz,41.13963,29.13012,Entire home/apt,809,1,3,2015-08-23,0.03,1,365,0,
710749,Tabiatla iç içe! Ulaşım çok kolay!,3658014,Necdet,,Cekmekoy,41.03261,29.17809,Private room,976,1,0,,,1,365,0,
661923,PRIVATE TERRACE OFFERS 360 VIEWS,3341629,MySuite,,Beyoglu,41.02863,28.98232,Entire home/apt,1463,1,3,2021-10-17,0.03,3,334,1,
713217,The Jewel of the Bosphorus,3670838,Cedric,,Uskudar,41.04286,29.04834,Private room,2060,1,1,2013-04-11,0.01,1,365,0,
350818,Furnished Double BR with Breakfast,1778050,Ali Sinan,,Beyoglu,41.03117,28.9748,Private room,1794,1,0,,,1,365,0,
661951,Garden Flat in Cihangir Square,3341629,MySuite,,Beyoglu,41.0337,28.98495,Entire home/apt,1487,1,0,,,3,356,0,
663291,Historic Old City Studio Apt Balat2,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,571,2,194,2022-02-08,1.77,7,0,16,
351006,Full Bosphorus Sea View ◆ near Park,1664518,Gokce Doruk,,Uskudar,41.02962,29.02154,Private room,569,2,0,,,1,365,0,
714419,Attic for 2adults+2kids in villa,3679414,Bilge Han,,Sariyer,41.23412,29.00687,Private room,1471,6,0,,,1,365,0,
663327,Historic Old City MiniDuplex Balat4,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,408,2,220,2021-12-14,1.90,7,1,16,
668803,Chic Quatier Botanical Heaven,3385653,Berna,,Sisli,41.04996,28.99948,Entire home/apt,1789,3,0,,,1,365,0,
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",1411951,Nedret,,Sisli,41.07315,28.99933,Entire home/apt,1301,6,0,,,1,365,0,
351790,in the city center,1782227,İnan,,Sisli,41.07781,29.00894,Hotel room,1766,10,2,2015-05-23,0.02,1,365,0,
355170,Modern Deluxe Studio Near to Taksim,730566,Murat,,Beyoglu,41.03622,28.98274,Private room,979,1,0,,,3,365,0,
670454,"Cozy Room with Terrace, City View!",2541656,Başak,,Besiktas,41.05167,29.00572,Private room,309,30,25,2021-03-13,0.22,11,117,0,
362196,Apartment in the Heart of the City2,792658,ISlK,,Beyoglu,41.03915,28.98273,Entire home/apt,739,3,118,2022-03-19,1.26,8,361,16,
362494,Single Room  @Taksim Downtown,1806816,Kaboom Guest House,,Beyoglu,41.03596,28.97148,Private room,146,6,9,2022-03-19,0.07,7,328,7,
364077,A single room in Istanbul - Kadikoy,1839212,Ferhat,,Kadikoy,40.99547,29.03697,Private room,569,2,0,,,1,365,0,
371112,Stylish 2 bedroom in Cihangir,1869420,Asli-Ali,,Beyoglu,41.02999,28.98291,Entire home/apt,1109,2,76,2022-01-15,0.65,2,37,6,
718628,En az 15 günlük için Şık  site içinde daire,3706697,Suna,,Sancaktepe,41.00618,29.20436,Entire home/apt,736,10,1,2021-08-29,0.14,2,365,1,
718917,Fancy Flat near Taksim Square (7),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,513,1,351,2022-03-23,3.68,12,323,30,
680374,Fancy 2 Bdrm Macka Apt (near Besiktas and Taksim),2086289,Banu,,Besiktas,41.04223,28.99864,Entire home/apt,1272,2,81,2022-03-19,0.71,1,296,3,
724307,Private Room in Residential Area,3744228,Seckin,,Besiktas,41.07433,29.02457,Private room,488,1,0,,,1,365,0,
724513,Villa Bosphorus Konak,1542021,İlhan,,Beykoz,41.17503,29.08932,Entire home/apt,3173,2,3,2019-03-31,0.03,5,210,0,
728570,Nice pvt room near Sabiha airport,3780095,Fi̇li̇z,,Tuzla,40.81867,29.30315,Private room,569,1,0,,,1,365,0,
374837,Charming Delightful Studio@Centre 2,466302,Demir,,Beyoglu,41.0273,28.97743,Entire home/apt,421,1,128,2021-09-22,1.05,12,295,2,
380072,"truly unique accommodation,Istanbul",1907609,Filiz,,Besiktas,41.05692,29.00054,Private room,2671,1,0,,,1,365,0,
683885,Ender Guzey Museum ARThill Bodrum,3486968,Ender,,Sariyer,41.22204,29.02467,Private room,1240,180,0,,,1,365,0,
385296,"Lot's of Light, Lot's of Green!",734040,Can,,Sariyer,41.08538,29.05278,Private room,326,3,25,2021-12-04,0.22,2,324,8,
684354,Modern and Clean Residence in Perfect Location,3489405,Omer Faruk,,Bahcelievler,41.00468,28.81231,Entire home/apt,1223,4,45,2020-01-24,0.76,2,265,0,
398075,Charming Delightful Studio@Centre 1,466302,Demir,,Beyoglu,41.02745,28.97574,Entire home/apt,569,3,79,2022-02-18,0.65,12,341,9,
728601,Adorable private bedroom & bathroom,350982,Sibel,,Besiktas,41.05984,29.01945,Private room,1057,3,1,2015-08-31,0.01,1,365,0,
688345,Cozy apt in the heart of Cihangir,3514111,Emre,,Beyoglu,41.03148,28.98405,Private room,883,5,1,2013-05-09,0.01,1,365,0,
729001,"Bosphorus View, terrace Taksim flat",3785798,Miko And Roza,,Beyoglu,41.0305,28.98831,Entire home/apt,897,2,91,2022-01-30,0.80,2,273,4,
729616,Small room in the city center,3338221,Bahar,,Fatih,41.01691,28.92926,Private room,221,2,13,2014-05-13,0.11,2,365,0,
401359,Central Apt. in Popular Nisantaşı,2002975,Jülide,,Besiktas,41.0495,28.99777,Private room,809,3,1,2012-04-02,0.01,1,365,0,
691434,1 bedroom apartment in the center of Old Istanbul,2552453,Ozkan,,Fatih,41.02849,28.94835,Entire home/apt,769,100,38,2022-03-01,0.47,4,353,8,
412766,Безупречночисто CasaLoBueno#1 Splendid GalataTower,2054075,Doret & Izel,,Beyoglu,41.02967,28.97256,Entire home/apt,2167,4,79,2022-01-02,0.66,4,363,9,
422001,Cozy Room @ Kaboom Guesthouse,1806816,Kaboom Guest House,,Beyoglu,41.03489,28.97376,Private room,163,2,9,2020-09-30,0.08,7,319,0,
730613,Single room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97417,29.06564,Private room,488,5,12,2021-11-29,0.12,3,333,1,
691572,Studio flat in Istanbul very good price,2552453,Ozkan,,Fatih,41.0304,28.94722,Entire home/apt,673,95,37,2021-11-02,0.46,4,334,3,
735602,Spacious Terrace Loft,3837545,Leda,,Sisli,41.04372,28.97799,Entire home/apt,1839,2,4,2015-05-03,0.04,3,365,0,
422071,Cozy Flat 1BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03728,28.98093,Entire home/apt,1060,2,63,2019-10-03,0.54,3,362,0,
691637,Luxury in space & full privacy,3072862,Levent,,Fatih,41.00378,28.97975,Entire home/apt,4065,1,4,2022-03-24,0.06,4,99,1,
429200,Pasha,182639,Mehmet Ali,,Beyoglu,41.02734,28.97751,Entire home/apt,1289,5,1,2012-09-09,0.01,6,180,0,
694026,Comfy Central Room in A Safe Area,3550985,Ahmet,,Sisli,41.05529,28.97863,Private room,146,3,41,2022-03-06,0.40,2,352,5,
737829,2 Bedroom and 2 Bathroom Flat,3837545,Leda,,Sisli,41.04377,28.97767,Entire home/apt,1684,3,7,2014-10-06,0.06,3,365,0,
