id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2370174,house close to marmaray and public transportation,12105757,Eylül,,Kucukcekmece,41.03632,28.76288,Private room,368,2,0,,,1,158,0,
2785833,CHIC & COMFY  very central  galata tower,1711984,Burcu,,Beyoglu,41.02667,28.97317,Entire home/apt,734,2,54,2022-03-11,0.59,1,352,29,
2787408,istanbul taksim  beyoğlu,14233772,Şule,,Beyoglu,41.031208,28.972776,Private room,368,1,1,2018-09-06,0.02,3,365,0,
2788802,Lovely Studio in Central Istanbul,11439128,Ayda B.,,Besiktas,41.05044,29.00763,Entire home/apt,489,3,64,2022-03-05,0.66,1,0,7,
2375944,1001 Gece Organizasyon Evi,12139414,Perya,,Uskudar,41.04334,29.05588,Entire home/apt,5500,1,20,2022-01-01,0.31,2,267,10,
3157185,"Great Location ★ Whole 2BR Apt ★ Cihangir, Taksim",10648396,Emre,,Beyoglu,41.03217,28.98386,Entire home/apt,1099,7,31,2020-03-19,0.67,4,301,0,
2791449,Historical Penthouse,14044976,Akif,,Beyoglu,41.03461,28.97699,Private room,511,1,0,,,1,365,0,
3160121,New sea view designflat in Cihangir,3622730,Tugce,,Beyoglu,41.02782,28.98247,Entire home/apt,1321,3,13,2019-10-09,0.15,1,272,0,
2793242,"Ataşehir, perfect location for families.",5908330,Oguzhan,,Atasehir,40.991535,29.132914,Entire home/apt,515,60,0,,,2,362,0,
3161792,Triple Room with Breakfast in Sultanahmet,15596932,Savas,,Fatih,41.00342,28.97681,Private room,1789,1,0,,,12,365,0,
2379064,Newly-renovated apartment-studio,12153103,Lindsay,,Fatih,41.02991,28.94779,Entire home/apt,816,2,70,2022-03-05,0.71,5,354,1,
2817394,Cosy room in an 1881 historical building with view,9991762,Baturalp,,Beyoglu,41.02886,28.97332,Private room,734,1,26,2022-01-28,0.80,2,345,19,
2409249,One İstanbul Suadiye 2+1 (70m2),5010582,One Istanbul,,Kadikoy,40.96057,29.08063,Private room,4878,1,0,,,1,365,0,
3164210,İSTANBULUN TAM MERKEZİ YERİ BEBEK,16050297,Mustafa Kemal,,Besiktas,41.07293,29.04299,Private room,150,1,0,,,1,365,0,
3178105,APT TO RENT IN BESİKTAS / MACKA,2501721,Nuran,,Besiktas,41.04401,28.99937,Entire home/apt,699,4,10,2021-08-20,0.19,1,269,3,
2818641,DESIGNED STUDIO WITH AMAZING VIEW,8714735,Fatih,,Beyoglu,41.02783,28.98526,Private room,1057,2,0,,,1,365,0,
3188496,CENTRAL LOCATİON WİTH GARDEN !,4605340,Gülşah,,Sisli,41.05543,28.98946,Private room,488,2,0,,,1,365,0,
2416697,High ceiling flat 1+1 in Galata,1335108,Deniz,,Beyoglu,41.02738,28.9754,Entire home/apt,381,60,0,,,2,338,0,
2819403,"Private Bath  Room, close to Blue Mosque.",8253194,Mr Ramazan,,Fatih,41.00354,28.97128,Private room,514,999,232,2022-03-28,7.48,9,365,137,
2422829,BEATIFUL ERASMUS FLAT @ TAKSIM / BEYOGLU,2057739,Mehmet,,Beyoglu,41.03737,28.97481,Entire home/apt,1009,4,24,2019-09-07,0.25,5,359,0,
3192579,GOOD LOCATION IN ORTAKOY/BESIKTAS - ISTANBUL,16182025,TC Erdogan,,Besiktas,41.05103,29.02085,Private room,500,60,1,2015-09-17,0.01,1,72,0,
2821675,Bakırköy Rooftop 40 m2 Living Room & Bedroom,3155348,Orcun,,Bakirkoy,40.98701,28.87871,Private room,352,1,3,2019-01-20,0.07,5,363,0,
3193016,Taksim guest house 2,16184137,Murat,,Beyoglu,41.03616,28.97968,Entire home/apt,571,2,24,2022-03-10,0.26,6,365,2,
2822281,Sea and house,5784978,Murat,,Fatih,41.00169,28.93844,Private room,441,1,0,,,1,365,0,
3195880,How can you say no to a red fridge?,6694959,Mert,,Maltepe,40.9499,29.10063,Shared room,894,1,0,,,1,365,0,
3197073,Taksim guest house 6 with terrace,16184137,Murat,,Beyoglu,41.03456,28.98135,Entire home/apt,734,2,0,,,6,305,0,
2425707,***Fully furnished beatiful room!!,12398007,Nevra,,Besiktas,41.06306,29.00443,Entire home/apt,170,15,0,,,1,31,0,
2432138,cozy flat in the center of taksim,12431521,Züleyha,,Beyoglu,41.03188,28.9774,Private room,813,1,22,2015-03-31,0.22,2,365,0,
2827206,Home Office on famous Bagdat Avenue w/ own CarPark,1322827,Ozgur,,Kadikoy,40.96786,29.06694,Entire home/apt,2049,28,5,2022-01-02,0.06,2,355,3,
3203890,Newly remodeled! Cozy 4BD 2 story house in Beyoglu,16235537,Oya,,Beyoglu,41.03537,28.97357,Entire home/apt,1099,2,61,2022-01-03,0.65,1,345,5,
2833639,Comfortable Room Near Underground,14349910,Ozan,,Atasehir,40.99931,29.07613,Private room,600,1,0,,,1,365,0,
3206594,1+1 daire.. 1 + 1 apartments,16246690,TC Badem,,Fatih,41.03178,28.94004,Private room,918,1,0,,,1,365,0,
3395911,Flat for rent 15 min.to Taksim,16202137,Begum,,Beyoglu,41.03148,28.98633,Entire home/apt,1545,1,0,,,1,365,0,
2842055,Istanbul Irini Seaview House,14537662,Anne Dumortier,,Fatih,41.00511,28.97904,Entire home/apt,4227,2,89,2022-03-01,0.93,1,262,10,
3396991,"Sunny Room in Cihangir, Taksim",17138008,Eylem,,Beyoglu,41.03369,28.98202,Private room,515,2,5,2014-12-16,0.05,1,365,0,
2843568,ISTANBUL/ TAKSIM FLATMATE,14542621,Esma,,Beyoglu,41.03511,28.97058,Private room,813,1,0,,,1,365,0,
3408660,Large family reunion- Galata Tower 7Brm-6Bth -16pp,213410,Evrim,,Beyoglu,41.027565,28.974129,Entire home/apt,4959,2,68,2022-02-19,0.76,4,233,9,
3216533,Upgraded apartment in Kadikoy,16287224,Hale Pinar,,Kadikoy,40.98556,29.03297,Private room,368,1,2,2015-01-15,0.02,1,363,0,
2846375,Kadikoy Luxury Flat w Sea View 2+1,12173866,Tasarimparki,,Kadikoy,40.98233,29.03229,Entire home/apt,1400,30,32,2021-10-08,0.33,4,327,1,
3221571,Comfy and cozy flat in the center,16314179,Gonca,,Beyoglu,41.02902,28.98286,Entire home/apt,634,1,1,2014-08-14,0.01,1,365,0,
3409354,Violin  Apartment  Family Room,16673002,Salih,,Fatih,41.00264,28.97583,Entire home/apt,929,1,13,2019-04-30,0.14,6,178,0,
2852844,Samatya Seaside Vintage Hideaway,7221348,Catherine & Abit,,Fatih,41.00046,28.93249,Private room,1104,1,0,,,2,365,0,
2855730,Cozy private room with double bed,4215597,Okan,,Kartal,40.89079,29.22266,Private room,294,1,1,2014-05-30,0.01,1,365,0,
3236171,"Location, Location, Location!",16375285,Engin,,Beyoglu,41.03305,28.98852,Entire home/apt,686,4,59,2022-03-27,0.65,1,304,8,
2856732,I have 3 rooms! Enjoy your choice!,14604298,Fuat,,Umraniye,41.03333,29.15665,Private room,488,1,0,,,1,365,0,
3236727,Apartment FOR SUMMER in ORTAKOY,16377462,Tolga,,Besiktas,41.05219,29.02851,Private room,368,1,0,,,1,365,0,
3413122,Istanbul Cihangir wt Bosphorus View,17208634,Lina,,Beyoglu,41.0323,28.98335,Private room,440,1,3,2019-04-08,0.03,2,365,0,
2856810,ayasofya houses 2 Old city,14601992,Metin,,Fatih,41.00944,28.97969,Entire home/apt,1233,2,47,2022-03-21,0.58,1,251,2,
3244529,Awesome Flat near Istanbul Airport,16414064,Evren,,Bahcelievler,41.00799,28.82304,Entire home/apt,1877,1,0,,,2,365,0,
2858762,"Huge terrace,cozy,central,best area",6177432,Deniz,,Beyoglu,41.02997,28.98303,Entire home/apt,645,3,47,2022-03-07,0.50,1,37,10,
3245276,Large One Bedroom Flat near Nisantasi,3684814,Aysun,,Sisli,41.05518,28.98697,Entire home/apt,749,2,47,2022-03-20,0.57,1,336,16,
3415217,TAKSİM İSTİKLAL,15858542,Gözde,,Beyoglu,41.04044,28.97993,Entire home/apt,1463,1,0,,,1,365,0,
3428579,Room with double bed in Mecidiyeköy,17276675,Serdar,,Sisli,41.06186,29.00008,Private room,488,3,1,2016-05-31,0.01,1,365,0,
2891320,HERE 2 SLEEP !!,14777270,Alfredo,,Beyoglu,41.03871,28.97974,Entire home/apt,326,1,1,2022-01-01,0.33,1,364,1,
3429640,Spacious 3 bdr duplex apt in centre of Istanbul.,17285567,Deniz And Marco,,Beyoglu,41.03129,28.98216,Entire home/apt,1136,3,208,2022-03-13,2.28,5,296,33,
3247706,10 minutes to taksim.,16004633,Alican,,Sisli,41.06191,28.99259,Private room,406,1,0,,,1,365,0,
2892644,a single room,225378,Goksel,,Beyoglu,41.03424,28.98215,Private room,406,1,0,,,2,365,0,
2897118,Cute Studio in Cihangir BEYOĞLU,2769925,Pelin,,Beyoglu,41.0325,28.98255,Entire home/apt,464,2,347,2022-03-12,3.63,5,139,45,
3252357,"Central Beyoglu, equipped flat",16451156,Ihsan,,Beyoglu,41.03332,28.97671,Entire home/apt,1177,1,0,,,1,365,0,
2899452,Galata Charm+ 3 BR +High Ceilings,5780153,Idil,,Beyoglu,41.02667,28.97461,Entire home/apt,1654,2,192,2022-03-06,2.03,4,339,14,
3260095,room in princes' islands for 2,9824183,Buket,,Adalar,40.87687,29.09854,Private room,1742,1,1,2014-07-28,0.01,3,365,0,
3432204,"Private Room in Cihangir, Taksim",14999401,Çayan,,Beyoglu,41.03183,28.9803,Private room,293,2,52,2019-01-05,0.58,1,303,0,
2908384,2 minute walk to the Blue Mosque,8655912,Ayşe,,Fatih,41.00327,28.97691,Entire home/apt,1059,1,0,,,2,365,0,
3437920,Taksime 15 dakika Osmanbey'de daire,16843757,Eren,,Sisli,41.05156,28.98785,Private room,500,1,0,,,1,365,0,
3261236,Every Places Only 5 min to walk,16492051,Ali,,Beyoglu,41.0355,28.98654,Private room,650,3,0,,,1,365,0,
2912078,Luxe King Studio in the Taksim,14875223,Murat,,Beyoglu,41.03718,28.98181,Hotel room,555,1,54,2022-02-27,0.58,28,334,11,
3445417,Çift kişilik deluxe 1+1 apart oda,17359761,Hüseyin,,Fatih,41.00368,28.97822,Private room,336,1,1,2021-08-19,0.13,5,350,1,
2912606,Connected 4 bedroom apartment,14875223,Murat,,Beyoglu,41.03719,28.98176,Hotel room,3244,3,3,2018-10-28,0.03,28,365,0,
2921073,Dream | White Bicycle Concept (Tiny Studio),11635163,Güner-Berivan,,Beyoglu,41.03758,28.97485,Entire home/apt,485,1,67,2022-03-15,0.70,41,361,24,
3453544,THIS IS A CHANCE-ROOM  FOR FEMALES,17404823,Arzu,,Besiktas,41.04785,29.00852,Private room,976,1,0,,,1,365,0,
3263927,GRAND BAZAAR NEAR LUXURY COMFORTABLE HOUSE BALCONY,16503560,Ulaş,,Fatih,41.00598921445242,28.96481103167688,Entire home/apt,1238,3,24,2022-03-23,4.02,5,339,24,
3264211,modern ve rahat,3552436,Aybike,,Sisli,41.05753,28.97163,Private room,721,1,0,,,1,365,0,
2922100,Luxury King Studio in the Taksim,14875223,Murat,,Beyoglu,41.03719,28.98176,Private room,555,1,55,2022-03-11,0.59,28,364,4,
2931475,Secret Garden,14968383,Elif,,Eyup,41.07689,28.94765,Entire home/apt,650,3,205,2022-03-07,2.15,1,365,13,
3275488,"",16361173,Murat,,Besiktas,41.04691,28.99976,Private room,406,1,0,,,1,365,0,
3281144,Cozy and comfortable flat in Pera,12510074,Irem,,Beyoglu,41.03088,28.9738,Entire home/apt,1153,3,70,2022-03-08,0.84,18,349,7,
3461196,45 m2 appartment in Sisli Istanbul,17441801,Eylem,,Sisli,41.05122,28.9842,Entire home/apt,488,3,1,2014-11-02,0.01,1,363,0,
2932815,5 min walk to Metro-4.levent,14873714,Oya,,Besiktas,41.08658,29.01296,Entire home/apt,732,6,52,2022-03-20,0.57,1,302,6,
3461267,clean and well located modern flat,6009979,Celal,,Sisli,41.06302,28.98178,Private room,1471,1,0,,,1,365,0,
3281344,Design Penthouse in Beyoglu!,12510074,Irem,,Beyoglu,41.02986,28.97372,Entire home/apt,1957,3,132,2022-02-07,1.43,18,345,11,
3281353,Cozy design flat in Beyoglu,12510074,Irem,,Beyoglu,41.0294,28.97502,Entire home/apt,1129,3,48,2022-03-05,0.52,18,353,10,
3283294,"cozy,economical &well located flat",8091932,Özden,,Fatih,41.01387,28.93462,Private room,724,1,15,2016-09-23,0.16,2,365,0,
2938730,Doug's Pad (Rooms),14266046,Douglas,,Beyoglu,41.03125,28.97937,Private room,488,3,2,2018-04-14,0.02,1,362,0,
3288807,Cozy historic flat with garden,12756893,Demir,,Kadikoy,40.99698,29.02766,Entire home/apt,870,2,60,2022-03-17,0.75,21,354,12,
3465600,Cozy home in luxurious district,9707790,Eray,,Kadikoy,40.97355,29.0682,Entire home/apt,515,5,35,2020-09-25,0.38,1,152,0,
2946152,Newly-renovated apartment 2 (bedroom +living room),12153103,Lindsay,,Fatih,41.02991,28.94779,Entire home/apt,816,2,35,2021-06-18,0.37,5,354,2,
3465883,Cute 1BD in charming neighborhood..,17416317,Yanki,,Besiktas,41.06968,29.0414,Entire home/apt,853,2,19,2021-11-14,0.21,1,207,4,
3294568,"Duplex, terrasse and view",1958346,Adelaide And Ali,,Kadikoy,40.9959,29.02683,Entire home/apt,439,8,3,2016-07-19,0.03,1,88,0,
2956971,Family House in Sultanahmet,15092562,Gulsen,,Fatih,41.00543,28.96936,Entire home/apt,721,28,171,2021-01-15,1.79,1,88,0,
3301315,A modern face in the local area,16673002,Salih,,Fatih,41.0029,28.97784,Hotel room,766,1,20,2019-10-23,0.21,6,178,0,
3301481,A Unique Experience at Buyukada,1869420,Asli-Ali,,Adalar,40.87123,29.1371,Entire home/apt,2060,2,13,2022-03-02,0.16,2,331,5,
3467390,Amazing sea view with Hagia Sophia and Old Town,1668547,Emel,,Beyoglu,41.030556208138094,28.987369302820376,Entire home/apt,755,15,18,2022-01-31,0.19,1,89,1,
2960563,EKONOMİK DAİRE (7 KİŞİLİK )   D-1 Semi Basement,15111432,Kenan,,Fatih,41.00549,28.97089,Entire home/apt,1626,2,0,,,10,336,0,
3470058,Studio At Center Of Taksim Square,17484223,Altan,,Beyoglu,41.03997,28.98216,Entire home/apt,883,1,0,,,1,365,0,
3302466,Cosy Flat with a Terrace with space,16678394,Ziya,,Besiktas,41.07334,29.02067,Entire home/apt,1626,1,2,2018-05-01,0.03,1,365,0,
2960627,STANDART DAİRE (7 KİŞİLİK )  D-7 Semi Basement,15111432,Kenan,,Fatih,41.00546,28.97085,Entire home/apt,1626,2,3,2018-02-23,0.03,10,363,0,
3305340,CENTRAL LOCATION /COOL NEIGHBOURHOOD /TAXIM,2836764,Cerith,,Sisli,41.04803,28.97852,Private room,589,1,0,,,3,365,0,
2961680,İKİ YATAK ODALI SÜİT (7 KİŞİLİK )  D-6,15111432,Kenan,,Fatih,41.00549,28.97089,Entire home/apt,1870,2,0,,,10,365,0,
3471537,Taksim suite up to 2,17489635,Gokhan,,Beyoglu,41.03793,28.98047,Entire home/apt,894,2,0,,,1,365,0,
2961822,İKİ YATAK ODALI DAİRE(7 KİŞİLİK) D-5 Semi Basement,15111432,Kenan,,Fatih,41.00545,28.97083,Entire home/apt,1626,2,3,2018-01-01,0.04,10,364,0,
3479999,"Huzurlu, modern yaşam alanı!",17530027,Makbule,,Beykoz,41.10696,29.08145,Entire home/apt,1000,30,1,2018-05-04,0.02,1,365,0,
3308974,Large apartment with a balcony in central Kadıköy,16708450,Serhat,,Kadikoy,40.99362,29.03715,Entire home/apt,580,5,2,2022-01-09,0.71,1,175,2,
2963289,Nice flat in home office to rent,15122669,Ferit,,Kadikoy,40.98517,29.02418,Entire home/apt,732,7,1,2014-10-13,0.01,1,365,0,
3310787,Private room close to SAW Airport,1481255,Zeynep,,Pendik,40.9188,29.284437,Private room,393,1,17,2022-03-21,0.24,1,365,3,
3483186,Designer House in hip & cool beach area,357117,Ilginutin,,Kadikoy,40.97216,29.06734,Entire home/apt,688,6,10,2021-11-08,0.31,1,0,3,
3486257,"Luxury renovated, Proper Flat- Beyoglu 2",13858046,Mersin,,Beyoglu,41.03596,28.97437,Entire home/apt,894,4,35,2022-02-04,0.38,6,254,6,
3487456,"Luxury renovated, Proper Flat- Beyoglu 3",13858046,Mersin,,Beyoglu,41.03636,28.97615,Entire home/apt,742,3,32,2022-01-31,0.34,6,274,3,
2965838,PERA★2BR-2BA★SPACIOUS ★BALCONY,15130419,Pera,,Beyoglu,41.02894,28.97522,Entire home/apt,3053,699,52,2021-10-29,0.60,3,309,8,
3488270,"",17565204,Mustafa,,Beyoglu,41.03371,28.98808,Private room,813,1,0,,,1,365,0,
2966834,Luxury  1BR Apt w TERRACE in PERA,15130419,Pera,,Beyoglu,41.02956,28.97481,Entire home/apt,1992,365,19,2022-02-17,0.41,3,365,8,
3313109,Chic Apartment in the Heart of Moda,178928,Ulli,,Kadikoy,40.98766,29.02368,Entire home/apt,859,5,6,2016-08-01,0.06,1,128,0,
2973513,"Large and Sunny Studio, Discount on Weekly Stay",1938185,Gurhan,,Beyoglu,41.033718,28.977118,Entire home/apt,555,3,42,2019-02-24,0.44,5,328,0,
3316485,Only five minutes walk to Taksim 3,15185223,Aynur,,Sisli,41.04269,28.98558,Private room,732,3,0,,,9,365,0,
3490772,International apartment next to Bogazici Uni,17579284,Selçuk,,Sariyer,41.08808,29.0487,Private room,488,1,12,2022-01-15,0.13,2,363,5,
2975082,DELUXE DAİRE  ( 5 KİŞİLİK )  D-2,15111432,Kenan,,Fatih,41.00547,28.97102,Entire home/apt,1382,2,1,2017-02-13,0.02,10,364,0,
3826905,historical triplex building,19690874,Gökalp,,Fatih,41.028,28.94717,Entire home/apt,1143,3,2,2021-07-17,0.03,1,361,1,
3492425,Sea View Suit | Tom² Boutique Hotel,6784267,Tomurcuk Işıl,,Fatih,41.00353,28.96748,Private room,734,2,0,,,5,0,0,
3848219,"New, Luxury, Proper Flat- Beyoglu 4",13858046,Mersin,,Beyoglu,41.02848,28.97878,Entire home/apt,982,88,7,2019-07-29,0.14,6,347,0,
3492913,Pet freindly cute home,17587092,Basak,,Uskudar,41.01549,29.04135,Private room,406,3,0,,,1,365,0,
3317004,Raman Sultan Suites,16746956,Raman,,Fatih,41.00469,28.96271,Private room,40648,1,0,,,1,364,0,
3867227,Studio in garden,19965111,Bilgehan,,Eyup,41.15055,28.923,Private room,200,6,2,2015-08-15,0.02,1,335,0,
3323046,Confy & spacious flat in Taksim,16777172,Ebru,,Beyoglu,41.03102,28.98203,Entire home/apt,300,4,20,2019-04-02,0.22,1,270,0,
3494585,Detached Wooden House with garden,17595373,Aral,,Adalar,40.86722,29.13313,Entire home/apt,700,2,118,2022-03-27,1.28,1,361,21,
3874859,Fully Furnished & Stylish Flat in centre.,20019956,Altug,,Beyoglu,41.0341,28.9801,Entire home/apt,864,2,46,2022-03-29,0.57,1,362,2,
3498216,Peaceful apartment with amazing seaview,1104855,Lesli,,Adalar,40.8526,29.12329,Entire home/apt,3113,2,4,2017-09-26,0.04,1,302,0,
3323780,Bosphorus View Besiktas Istanbul,14188299,Feyza,,Besiktas,41.08844,29.02059,Entire home/apt,918,5,9,2019-05-02,0.10,1,273,0,
3875806,2 Bedrooms Flat in Center Besiktas,2875470,Mehmet,,Besiktas,41.0495,29.0028,Entire home/apt,942,3,138,2022-01-09,1.52,2,322,1,
3504873,welcome to do my home ;),17645051,Saime,,Beyoglu,41.03764,28.97558,Entire home/apt,1301,1,0,,,2,365,0,
3875929,TRIPLEX HOUSE IN CIHANGIR BEYOGLU,20027041,Furkan,,Beyoglu,41.03084,28.9805,Entire home/apt,1305,1,1,2015-06-08,0.01,1,365,0,
3510536,Quiet room in a historical center,17675159,Fırat,,Fatih,41.02742,28.95386,Private room,408,2,15,2019-09-16,0.16,1,273,0,
3332837,"",16823979,Recep,,Besiktas,41.04711,29.00238,Private room,406,1,0,,,1,365,0,
3879252,Istanbul - Taksim (Private Room),20051566,Onur,,Beyoglu,41.03415,28.97373,Private room,408,1,0,,,1,365,0,
3340075,Private room - Furnished - Laundry,16859200,Mojca,,Kadikoy,40.97262,29.08439,Private room,441,1,0,,,1,365,0,
3516112,Queen | All Colours Concept (3bedroom+1Livingroom),11635163,Güner-Berivan,,Beyoglu,41.03656,28.97524,Entire home/apt,1109,1,36,2022-01-12,0.38,41,358,11,
3517150,A PENTHOUSE WITH A BOSPHOURSE VIEW,17709337,Ali,,Beyoglu,41.02838,28.97678,Entire home/apt,1111,7,157,2022-03-24,1.72,6,246,25,
3887724,Gorgeous  room in Central İstanbul,16699530,Mustafa,,Kadikoy,40.98976,29.02478,Private room,406,14,0,,,1,364,0,
3517494,DELUX SUITE  IN GALATA,17709337,Ali,,Beyoglu,41.02709,28.97737,Entire home/apt,865,7,117,2022-03-20,1.32,6,327,3,
3517568,Galata Junior Suite street wiew,17709337,Ali,,Beyoglu,41.02887,28.97553,Entire home/apt,685,7,84,2022-01-08,1.00,6,325,10,
3348313,Cosy Room in Taksim,16897488,Olgu,,Beyoglu,41.03789,28.97557,Private room,472,3,0,,,1,365,0,
3897048,Artfully renovated Fener townhouse,20175342,Nick,,Fatih,41.03113,28.94693,Entire home/apt,1318,3,70,2022-01-03,0.77,1,350,2,
3352788,€350 RENTROOM,16917440,Yusuf,,Kagithane,41.06752,28.97319,Private room,325,1,0,,,1,365,0,
3353227,private room in the bathroom,16920059,Zimfira,,Zeytinburnu,41.00323,28.90856,Private room,398,1,1,2014-07-26,0.01,1,365,0,
3355353,2 BED 2BAHT- in the Heart of historical  sleeps 6,4733924,Cesim,,Fatih,41.00377,28.97144,Entire home/apt,1219,7,13,2021-07-19,0.31,6,365,1,
3357068,CENTRAL KADIKÖY -MODA,16939595,Hakan,,Kadikoy,40.988312,29.021858,Private room,146,2,4,2022-02-04,0.04,2,256,3,
3521870,quıte and lıvely flat for famıly,17598244,Kübra,,Besiktas,41.04895,29.00588,Entire home/apt,474,7,1,2018-02-07,0.02,1,365,0,
3537435,Fully-restored historic Kuzguncuk residence,970283,Suha,,Uskudar,41.03355,29.03211,Entire home/apt,1457,3,71,2022-03-16,0.78,1,250,13,
3550288,Cozy and large flat in Taksim,8602558,Yaşar,,Beyoglu,41.03503,28.97969,Entire home/apt,1214,1,234,2022-03-16,2.54,8,365,33,
3900930,Cozy Friendly Room,10674008,Besana,,Beyoglu,41.03135,28.98373,Private room,813,2,2,2018-09-12,0.02,1,364,0,
3551772,Room&Breakfast at the centre..,5419659,Esra,,Kadikoy,40.99038,29.04556,Private room,150,1,4,2017-12-11,0.06,1,333,0,
3357150,DISINFECTED Penthouse Terrace (center),16907406,Taylan,,Beyoglu,41.03619,28.97591,Entire home/apt,1253,2,220,2022-03-11,3.58,2,288,34,
3914581,Apart 1707,20275444,Ender,,Bakirkoy,40.97981,28.87768,Entire home/apt,1251,3,0,,,1,365,0,
3358287,Central Flat With Golden Horn Wiev,13575621,Cihan,,Beyoglu,41.02996,28.97164,Entire home/apt,1236,2,83,2022-01-08,0.89,4,354,12,
3552395,"İnthe Historical Center of İstanbul, Kadıköy",17883316,Alessandro,,Kadikoy,40.997,29.02813,Private room,406,1,0,,,1,363,0,
3919180,Very Central Flat With Garden,2646839,Hexagram,,Beyoglu,41.03047,28.98027,Entire home/apt,1125,2,2,2014-11-06,0.02,3,57,0,
3555451,Cute and Modern House in Cihangir .,3850753,Suleyman Caglar,,Beyoglu,41.03416,28.98774,Entire home/apt,976,1,0,,,2,340,0,
3364268,peace and quiet,16974555,Cahit,,Eyup,41.17565,28.88988,Entire home/apt,3679,1,0,,,1,365,0,
3927768,2 Rooms Fully Furnished for Expats,20348756,Hakan,,Pendik,40.91884,29.2986,Entire home/apt,650,90,0,,,1,98,0,
3366207,Peaceful place in Asian side,16983656,Ufuk,,Uskudar,41.02472,29.0122,Private room,149,1,8,2022-02-22,0.09,1,333,2,
3557621,Sunny Spacious & Central Flat,2737326,Burça,,Beyoglu,41.03526,28.97301,Entire home/apt,1025,1,10,2018-04-21,0.11,1,334,0,
3558518,SULTANAHMET APT,2231981,Adar,,Fatih,41.00802,28.97293,Entire home/apt,650,2,13,2019-04-26,0.14,13,365,0,
3928008,istiklal caddesine 1 dk ,20350072,Teoman,,Beyoglu,41.03466,28.97935,Private room,976,1,0,,,1,365,0,
3929113,Best place in the center of the town from sailors,7667136,Begum,,Sisli,41.06202,28.99823,Entire home/apt,683,1,7,2022-03-09,1.17,2,176,7,
3559687,A studio in the heart of Taksim,17920574,Nur,,Beyoglu,41.0352,28.97273,Entire home/apt,732,1,0,,,1,365,0,
3367086,Room next to Bogazici University,3099775,Fatih,,Sariyer,41.08659,29.04513,Private room,390,1,0,,,1,309,0,
3931098,"Cozy and nicely decorated, City Center !",17403223,Jasmine,,Sisli,41.05344,28.98367,Entire home/apt,1511,2,29,2022-01-15,0.34,1,363,3,
3367475,Best Location In Santa Sofia,16988372,Cetin,,Fatih,41.00521,28.98023,Private room,976,1,0,,,2,365,0,
3566845,Triplex Garden House in Cihangir,9325525,Erdem,,Beyoglu,41.02993,28.9812,Private room,555,1,0,,,1,363,0,
3933581,Central top floor apartment with old city view,345926,Kerem,,Besiktas,41.05593,29.00607,Entire home/apt,732,4,10,2022-01-09,0.11,1,156,4,
3567734,ÖMERHAYYAM APARTMANINDA,15180976,Chica,,Beyoglu,41.03698,28.97784,Private room,244,1,0,,,2,365,0,
3567890,IN OMER HAYYAM APPARTMENT,15180976,Chica,,Beyoglu,41.03759,28.97794,Private room,244,1,0,,,2,365,0,
3367481,Best Location In Santa Sofia sultan,16988372,Cetin,,Fatih,41.00582,28.98021,Private room,1301,1,0,,,2,365,0,
3934760,Un séjour dans le paradis,19576474,Öznur,,Adalar,40.87633,29.0935,Entire home/apt,1219,7,0,,,1,365,0,
3389031,Lovely&Quiet flat in Cihangir,12186636,Esra,,Beyoglu,41.03518,28.98637,Private room,489,1,6,2015-07-21,0.07,4,365,0,
3570129,"Central Flat in Old City, Istanbul",17975030,Hikmet,,Fatih,41.00537,28.97003,Entire home/apt,1050,2,336,2022-03-14,3.72,17,347,22,
3570282,Full Flat in Old City Of istanbul,17975030,Hikmet,,Fatih,41.00482,28.97195,Entire home/apt,862,2,302,2022-03-04,3.42,17,344,22,
3938250,Modern House in the heart of City,15382071,Esra & Can,,Besiktas,41.04398,29.00135,Entire home/apt,2786,2,1,2015-05-29,0.01,1,365,0,
4331579,COME&SEE THE HOSPITILITY OF TURKISH - only ladies,22489829,Juno,,Sisli,41.06601,28.98321,Private room,293,2,1,2018-08-30,0.02,1,87,0,
4336868,Nice big room in central kadikoy,9814218,Taşkın,,Kadikoy,40.99736,29.02921,Private room,813,1,0,,,1,364,0,
3943442,Foreign flatmate wanted!!,10391596,Nese,,Beyoglu,41.0297,28.985,Entire home/apt,600,4,17,2022-01-04,0.18,1,359,2,
4344319,Cosy room in Istanbul,21909296,Canan,,Kadikoy,40.9962,29.03434,Private room,513,1,0,,,1,0,0,
3573055,A Cozy Flat in Princess Islands,16771259,Buket,,Adalar,40.857,29.12001,Entire home/apt,1808,2,12,2021-10-03,0.13,1,266,1,
3945384,Great Location 07,15384533,Nida,,Beyoglu,41.03625,28.97465,Entire home/apt,457,2,119,2022-03-09,1.30,10,307,17,
3575232,@THE HEART OF TAKSIM !,2057739,Mehmet,,Beyoglu,41.03228,28.98304,Entire home/apt,1126,5,74,2019-08-27,0.80,5,164,0,
4346474,Cosy historical antique home in taksim / istanbul,20849791,Mustafa,,Beyoglu,41.03441,28.97407,Entire home/apt,408,2,12,2019-10-23,0.28,1,333,0,
3945835,In the center,20444297,Ender,,Beyoglu,41.03568,28.97636,Private room,976,1,7,2017-07-31,0.08,1,365,0,
